reservation_id,hotel_id,guest_ref,nationality_iso2,adults,children,rooms,nights,room_nights,arrival_date,departure_date,status,rate_code
RES-2026Q1-00387,MZN-DXB-001,g_8995ebe84e268212,IN,3,0,2,6,12,2026-01-16,2026-01-22,CHECKED_OUT,GROUP
RES-2026Q1-00463,MZN-DXB-001,g_82f429d686e20889,DE,4,2,1,6,6,2026-01-16,2026-01-22,CHECKED_OUT,COMP
RES-2026Q1-00504,MZN-DXB-001,g_5804908675c13b24,FR,1,0,1,6,6,2026-01-16,2026-01-22,CHECKED_OUT,BAR
RES-2026Q1-00577,MZN-DXB-001,g_c57db8991e5cbc41,CN,2,0,1,18,18,2026-01-16,2026-02-03,CHECKED_OUT,GOV
RES-2026Q1-00590,MZN-DXB-001,g_9e291e50c5100fc9,JP,1,1,2,11,22,2026-01-16,2026-01-27,CHECKED_OUT,CORP
RES-2026Q1-00674,MZN-DXB-001,g_ccade462c44054ce,DE,1,0,3,3,9,2026-01-16,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-00675,MZN-DXB-001,g_840acb01619111d4,DE,2,0,2,7,14,2026-01-16,2026-01-23,CHECKED_OUT,CORP
RES-2026Q1-00873,MZN-DXB-001,g_56b14ba1a479ff21,FR,2,0,1,3,3,2026-01-16,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-00877,MZN-DXB-001,g_c92d2ddeb1e6fc78,FR,2,0,1,3,3,2026-01-16,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-00892,MZN-DXB-001,g_4845c8f85caa2afb,SA,1,2,1,4,4,2026-01-16,2026-01-20,CHECKED_OUT,BAR
RES-2026Q1-01016,MZN-DXB-001,g_5569e95835d365af,IT,1,1,1,4,4,2026-01-16,2026-01-20,NO_SHOW,GROUP
RES-2026Q1-00192,MZN-DXB-001,g_2b24abf0596790f4,IT,1,0,1,2,2,2026-01-17,2026-01-19,CHECKED_OUT,CORP
RES-2026Q1-00226,MZN-DXB-001,g_4036a26e392cf694,GB,2,0,1,2,2,2026-01-17,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-00281,MZN-DXB-001,g_4a1417743b0eaba8,IN,1,2,1,3,3,2026-01-17,2026-01-20,CHECKED_OUT,OTA
RES-2026Q1-00294,MZN-DXB-001,g_273519649b65e675,DE,2,1,1,7,7,2026-01-17,2026-01-24,CHECKED_OUT,BAR
RES-2026Q1-00393,MZN-DXB-001,g_e0f973222f0c65e1,FR,1,0,1,3,3,2026-01-17,2026-01-20,CHECKED_OUT,BAR
RES-2026Q1-00444,MZN-DXB-001,g_c7aaf7a065bf66cb,KZ,1,0,1,2,2,2026-01-17,2026-01-19,CHECKED_OUT,HOUSE
RES-2026Q1-00538,MZN-DXB-001,g_634b1b145140e943,DE,1,0,1,4,4,2026-01-17,2026-01-21,CHECKED_OUT,GROUP
RES-2026Q1-00558,MZN-DXB-001,g_14838628de0589db,CN,2,0,1,2,2,2026-01-17,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-00619,MZN-DXB-001,g_124dc3bc5602d3b7,NL,3,0,1,3,3,2026-01-17,2026-01-20,CHECKED_OUT,OTA
RES-2026Q1-00767,MZN-DXB-001,g_3fbafc73c7e845e1,GB,2,0,1,11,11,2026-01-17,2026-01-28,CHECKED_OUT,BAR
RES-2026Q1-00815,MZN-DXB-001,g_5694f46e8498718f,KZ,2,0,1,9,9,2026-01-17,2026-01-26,CANCELLED,BAR
RES-2026Q1-00850,MZN-DXB-001,g_aa01e7a165fd1d70,IN,3,0,1,7,7,2026-01-17,2026-01-24,CANCELLED,BAR
RES-2026Q1-00955,MZN-DXB-001,g_17d1195645cd07cc,IN,1,0,1,7,7,2026-01-17,2026-01-24,CHECKED_OUT,GROUP
RES-2026Q1-01123,MZN-DXB-001,g_310e02175a4d1964,IN,1,0,1,9,9,2026-01-17,2026-01-26,CHECKED_OUT,BAR
RES-2026Q1-00127,MZN-DXB-001,g_61c7e2a712029b54,DE,3,0,1,2,2,2026-01-18,2026-01-20,CHECKED_OUT,HOUSE
RES-2026Q1-00130,MZN-DXB-001,g_91a9ae2b4299193d,GB,1,0,1,3,3,2026-01-18,2026-01-21,CHECKED_OUT,HOUSE
RES-2026Q1-00161,MZN-DXB-001,g_3d66c665e6fcbb5c,FR,1,0,1,4,4,2026-01-18,2026-01-22,CHECKED_OUT,BAR
RES-2026Q1-00230,MZN-DXB-001,g_9503e5001fddb454,US,2,0,1,7,7,2026-01-18,2026-01-25,CHECKED_OUT,BAR
RES-2026Q1-00258,MZN-DXB-001,g_94380fbb8856241f,RU,2,0,1,4,4,2026-01-18,2026-01-22,CANCELLED,GROUP
RES-2026Q1-00261,MZN-DXB-001,g_1cefd413e22ddbcb,CN,1,0,1,1,1,2026-01-18,2026-01-19,CHECKED_OUT,CORP
RES-2026Q1-00319,MZN-DXB-001,g_0da3aa11fd41a13f,NL,1,0,1,3,3,2026-01-18,2026-01-21,CHECKED_OUT,CORP
RES-2026Q1-00338,MZN-DXB-001,g_4bfa16ee2d334eb3,CN,1,1,1,11,11,2026-01-18,2026-01-29,NO_SHOW,OTA
RES-2026Q1-00357,MZN-DXB-001,g_5bca386f4f77aae9,GB,1,0,1,2,2,2026-01-18,2026-01-20,CHECKED_OUT,BAR
RES-2026Q1-00363,MZN-DXB-001,g_8203805a178c2105,NL,1,0,1,1,1,2026-01-18,2026-01-19,NO_SHOW,OTA
RES-2026Q1-00492,MZN-DXB-001,g_cb614836f6b34b84,IN,2,0,1,4,4,2026-01-18,2026-01-22,CHECKED_OUT,CORP
RES-2026Q1-00547,MZN-DXB-001,g_187e3eaa1db0e7df,RU,1,0,1,1,1,2026-01-18,2026-01-19,CANCELLED,GOV
RES-2026Q1-00556,MZN-DXB-001,g_c11605dd716e59f1,IN,2,3,1,1,1,2026-01-18,2026-01-19,CHECKED_OUT,GOV
RES-2026Q1-00637,MZN-DXB-001,g_f1147fc406945580,CZ,2,0,1,2,2,2026-01-18,2026-01-20,CHECKED_OUT,CORP
RES-2026Q1-00794,MZN-DXB-001,g_4e82cba05fdb0235,IN,1,0,1,3,3,2026-01-18,2026-01-21,CHECKED_OUT,OTA
RES-2026Q1-00814,MZN-DXB-001,g_32d89bf9a8c20309,US,1,2,1,2,2,2026-01-18,2026-01-20,CHECKED_OUT,BAR
RES-2026Q1-00833,MZN-DXB-001,g_c69e593a32a132d9,SA,2,1,1,7,7,2026-01-18,2026-01-25,CHECKED_OUT,HOUSE
RES-2026Q1-00947,MZN-DXB-001,g_24a692ab7ff2f1d0,GB,3,0,1,3,3,2026-01-18,2026-01-21,CHECKED_OUT,HOUSE
RES-2026Q1-01077,MZN-DXB-001,g_4dfa1f5e48382ba3,DE,3,0,1,21,21,2026-01-18,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-01157,MZN-DXB-001,g_8b432a126ecc3cfb,EG,2,0,1,1,1,2026-01-18,2026-01-19,CHECKED_OUT,OTA
RES-2026Q1-01172,MZN-DXB-001,g_2e9edb847b3eed7e,RU,2,1,1,3,3,2026-01-18,2026-01-21,CHECKED_OUT,BAR
RES-2026Q1-00129,MZN-DXB-001,g_a7d322134ae6284e,IN,2,2,1,3,3,2026-01-19,2026-01-22,CHECKED_OUT,HOUSE
RES-2026Q1-00270,MZN-DXB-001,g_a70187d4f6eb7f04,GB,2,0,1,4,4,2026-01-19,2026-01-23,CHECKED_OUT,BAR
RES-2026Q1-00347,MZN-DXB-001,g_5a76e2919d037112,EG,2,0,1,3,3,2026-01-19,2026-01-22,CHECKED_OUT,BAR
RES-2026Q1-00353,MZN-DXB-001,g_628420596231a450,CZ,1,1,1,1,1,2026-01-19,2026-01-20,CHECKED_OUT,BAR
RES-2026Q1-00377,MZN-DXB-001,g_460c046d1e4e9376,EG,1,0,1,2,2,2026-01-19,2026-01-21,CHECKED_OUT,BAR
RES-2026Q1-00736,MZN-DXB-001,g_109cda69d399c873,IN,4,0,1,14,14,2026-01-19,2026-02-02,CHECKED_OUT,OTA
RES-2026Q1-00771,MZN-DXB-001,g_9fb4f5fd10c72e34,JP,1,0,1,5,5,2026-01-19,2026-01-24,CHECKED_OUT,OTA
RES-2026Q1-00791,MZN-DXB-001,g_1ab714d43f874243,IN,2,1,2,5,10,2026-01-19,2026-01-24,NO_SHOW,OTA
RES-2026Q1-00878,MZN-DXB-001,g_3e099749d2061cd0,PH,2,0,3,4,12,2026-01-19,2026-01-23,CHECKED_OUT,GOV
RES-2026Q1-00899,MZN-DXB-001,g_84e2764ece32c6c6,DE,1,0,1,8,8,2026-01-19,2026-01-27,NO_SHOW,BAR
RES-2026Q1-00911,MZN-DXB-001,g_8bb2c62ad93517dd,FR,2,0,1,5,5,2026-01-19,2026-01-24,CHECKED_OUT,COMP
RES-2026Q1-00953,MZN-DXB-001,g_66d1a8bd46b4c9ed,CN,2,0,1,4,4,2026-01-19,2026-01-23,CHECKED_OUT,GROUP
RES-2026Q1-01059,MZN-DXB-001,g_2d28906bbe89ba33,FR,1,0,1,3,3,2026-01-19,2026-01-22,NO_SHOW,BAR
RES-2026Q1-01108,MZN-DXB-001,g_964f24f68b06997c,SA,2,0,1,1,1,2026-01-19,2026-01-20,CHECKED_OUT,OTA
RES-2026Q1-01114,MZN-DXB-001,g_a8ad3dadd63a66b0,US,4,1,1,5,5,2026-01-19,2026-01-24,CHECKED_OUT,OTA
RES-2026Q1-00212,MZN-DXB-001,g_1e50b78d4516f293,SA,2,3,1,1,1,2026-01-20,2026-01-21,CHECKED_OUT,BAR
RES-2026Q1-00330,MZN-DXB-001,g_7e49feae155ac050,GB,1,2,1,5,5,2026-01-20,2026-01-25,CHECKED_OUT,BAR
RES-2026Q1-00391,MZN-DXB-001,g_bceb4e2812931b96,US,2,0,1,7,7,2026-01-20,2026-01-27,CHECKED_OUT,BAR
RES-2026Q1-00421,MZN-DXB-001,g_11ee8f80d10447bc,RU,2,0,1,3,3,2026-01-20,2026-01-23,CHECKED_OUT,BAR
RES-2026Q1-00438,MZN-DXB-001,g_706c6b3fdc4b7983,FR,2,0,1,2,2,2026-01-20,2026-01-22,CHECKED_OUT,BAR
RES-2026Q1-00453,MZN-DXB-001,g_d3cf6387db414494,GB,2,0,2,7,14,2026-01-20,2026-01-27,CHECKED_OUT,CORP
RES-2026Q1-00497,MZN-DXB-001,g_aaf5084ec028bf67,IN,2,2,4,7,28,2026-01-20,2026-01-27,NO_SHOW,CORP
RES-2026Q1-00564,MZN-DXB-001,g_a093ce90e233eaa6,DE,2,2,1,7,7,2026-01-20,2026-01-27,CHECKED_OUT,BAR
RES-2026Q1-00588,MZN-DXB-001,g_6c71341e65eb4357,RU,1,0,1,4,4,2026-01-20,2026-01-24,CHECKED_OUT,OTA
RES-2026Q1-00602,MZN-DXB-001,g_9538e9d9260f6745,US,1,0,1,4,4,2026-01-20,2026-01-24,CHECKED_OUT,BAR
RES-2026Q1-00926,MZN-DXB-001,g_a5cc24babd885083,GB,2,0,1,1,1,2026-01-20,2026-01-21,CHECKED_OUT,OTA
RES-2026Q1-00951,MZN-DXB-001,g_d8fc69ef5cccab68,KZ,2,0,1,2,2,2026-01-20,2026-01-22,CHECKED_OUT,OTA
RES-2026Q1-01022,MZN-DXB-001,g_fd986e74f3974a59,IN,3,0,3,1,3,2026-01-20,2026-01-21,CHECKED_OUT,OTA
RES-2026Q1-01103,MZN-DXB-001,g_b21adb8f08c6b693,DE,4,0,1,4,4,2026-01-20,2026-01-24,CHECKED_OUT,HOUSE
RES-2026Q1-00183,MZN-DXB-001,g_c43ee430aca59df1,GB,1,0,1,1,1,2026-01-21,2026-01-22,CHECKED_OUT,OTA
RES-2026Q1-00195,MZN-DXB-001,g_60942d5cda22cdd7,SA,2,0,1,1,1,2026-01-21,2026-01-22,CHECKED_OUT,BAR
RES-2026Q1-00253,MZN-DXB-001,g_293d2eb0466a8265,IT,2,0,1,4,4,2026-01-21,2026-01-25,CHECKED_OUT,CORP
RES-2026Q1-00257,MZN-DXB-001,g_e17babd8b36dfa4c,FR,3,2,1,2,2,2026-01-21,2026-01-23,CHECKED_OUT,BAR
RES-2026Q1-00584,MZN-DXB-001,g_ecb5fba8afdb7c3c,RU,2,0,1,14,14,2026-01-21,2026-02-04,CHECKED_OUT,GROUP
RES-2026Q1-00595,MZN-DXB-001,g_af13e2932baa9475,IN,2,1,1,3,3,2026-01-21,2026-01-24,CHECKED_OUT,HOUSE
RES-2026Q1-00664,MZN-DXB-001,g_ac8572c252b7673f,PK,1,0,2,1,2,2026-01-21,2026-01-22,CHECKED_OUT,OTA
RES-2026Q1-00799,MZN-DXB-001,g_928ccfa22efa4708,RU,2,0,1,4,4,2026-01-21,2026-01-25,CANCELLED,BAR
RES-2026Q1-00992,MZN-DXB-001,g_e6860d3ba68b80d8,KZ,1,0,1,4,4,2026-01-21,2026-01-25,CHECKED_OUT,BAR
RES-2026Q1-00993,MZN-DXB-001,g_1fc31e41ec0255ac,PL,2,0,1,1,1,2026-01-21,2026-01-22,CHECKED_OUT,HOUSE
RES-2026Q1-01196,MZN-DXB-001,g_07189976e45d4c44,SA,2,0,1,1,1,2026-01-21,2026-01-22,NO_SHOW,OTA
RES-2026Q1-01199,MZN-DXB-001,g_515809296c44ce5d,IN,2,2,1,7,7,2026-01-21,2026-01-28,CANCELLED,GROUP
RES-2026Q1-00060,MZN-DXB-001,g_0e0dd96d6974cb3c,SA,2,0,1,0,0,2026-01-22,2026-01-22,CHECKED_OUT,CORP
RES-2026Q1-00403,MZN-DXB-001,g_c1692630f86ea67c,DE,4,0,1,4,4,2026-01-22,2026-01-26,CHECKED_OUT,CORP
RES-2026Q1-00409,MZN-DXB-001,g_97f8244661a71d8d,EG,2,0,1,1,1,2026-01-22,2026-01-23,CANCELLED,HOUSE
RES-2026Q1-00473,MZN-DXB-001,g_88db0f80ae290fd4,GB,2,0,1,4,4,2026-01-22,2026-01-26,CHECKED_OUT,GOV
RES-2026Q1-00487,MZN-DXB-001,g_b852e13d5443a8b2,SA,3,2,1,1,1,2026-01-22,2026-01-23,CHECKED_OUT,CORP
RES-2026Q1-00530,MZN-DXB-001,g_a1190c059c3b8a99,EG,2,0,1,1,1,2026-01-22,2026-01-23,CHECKED_OUT,OTA
RES-2026Q1-00610,MZN-DXB-001,g_f3de5ce39fc8d6b9,IN,4,1,1,2,2,2026-01-22,2026-01-24,CHECKED_OUT,OTA
RES-2026Q1-00735,MZN-DXB-001,g_930d303f1660abed,IN,1,0,1,3,3,2026-01-22,2026-01-25,CHECKED_OUT,GROUP
RES-2026Q1-00763,MZN-DXB-001,g_c56e8f7caa7696bb,DE,2,0,1,2,2,2026-01-22,2026-01-24,CHECKED_OUT,BAR
RES-2026Q1-00773,MZN-DXB-001,g_b03cfed94a0ea39f,US,2,0,1,4,4,2026-01-22,2026-01-26,CHECKED_OUT,BAR
RES-2026Q1-00785,MZN-DXB-001,g_475abd816a48cb50,IN,1,0,1,2,2,2026-01-22,2026-01-24,CHECKED_OUT,OTA
RES-2026Q1-00886,MZN-DXB-001,g_b040147335a80901,US,1,0,1,4,4,2026-01-22,2026-01-26,CHECKED_OUT,OTA
RES-2026Q1-00943,MZN-DXB-001,g_23a75a0f4b76f566,FR,2,0,1,1,1,2026-01-22,2026-01-23,CHECKED_OUT,OTA
RES-2026Q1-00954,MZN-DXB-001,g_041f17a93408d3d6,DE,2,0,1,7,7,2026-01-22,2026-01-29,CHECKED_OUT,CORP
RES-2026Q1-00990,MZN-DXB-001,g_6d13f65a187cea10,GB,4,0,1,7,7,2026-01-22,2026-01-29,CHECKED_OUT,BAR
RES-2026Q1-01032,MZN-DXB-001,g_b73a3cb46f14478f,PL,1,1,1,9,9,2026-01-22,2026-01-31,CHECKED_OUT,BAR
RES-2026Q1-01158,MZN-DXB-001,g_f3bf4a6d3e19b190,RU,1,0,1,2,2,2026-01-22,2026-01-24,CANCELLED,CORP
RES-2026Q1-00204,MZN-DXB-001,g_a60e49f2ea241ec1,US,2,2,1,3,3,2026-01-23,2026-01-26,CHECKED_OUT,OTA
RES-2026Q1-00448,MZN-DXB-001,g_d9a6cbfdfa095389,PH,2,0,1,2,2,2026-01-23,2026-01-25,CHECKED_OUT,GROUP
RES-2026Q1-00470,MZN-DXB-001,g_2ff6dadf5c767db1,GB,1,1,1,3,3,2026-01-23,2026-01-26,CHECKED_OUT,GROUP
RES-2026Q1-00583,MZN-DXB-001,g_931a96186079a311,US,2,0,1,1,1,2026-01-23,2026-01-24,CHECKED_OUT,GOV
RES-2026Q1-00589,MZN-DXB-001,g_56c8cdae0bd6ca3c,IN,2,0,1,18,18,2026-01-23,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-00640,MZN-DXB-001,g_37ef9d8070f940e9,CN,3,0,1,3,3,2026-01-23,2026-01-26,CANCELLED,BAR
RES-2026Q1-00721,MZN-DXB-001,g_56fc9ade3ba61ae6,DE,1,0,1,3,3,2026-01-23,2026-01-26,CHECKED_OUT,BAR
RES-2026Q1-00757,MZN-DXB-001,g_e0c9b1322866329c,GB,4,1,1,2,2,2026-01-23,2026-01-25,CHECKED_OUT,CORP
RES-2026Q1-00807,MZN-DXB-001,g_fd951699754af0de,RU,1,0,2,9,18,2026-01-23,2026-02-01,CHECKED_OUT,BAR
RES-2026Q1-00858,MZN-DXB-001,g_8653455ddc297da4,PK,1,2,1,2,2,2026-01-23,2026-01-25,CHECKED_OUT,BAR
RES-2026Q1-01073,MZN-DXB-001,g_c597d141c2f12946,DE,1,0,1,4,4,2026-01-23,2026-01-27,CHECKED_OUT,OTA
RES-2026Q1-01178,MZN-DXB-001,g_29a26658478b0dfc,DE,1,0,1,5,5,2026-01-23,2026-01-28,CHECKED_OUT,CORP
RES-2026Q1-00113,MZN-DXB-001,g_ed3bc591de25933e,DE,2,1,1,4,4,2026-01-24,2026-01-28,CHECKED_OUT,COMP
RES-2026Q1-00218,MZN-DXB-001,g_597d4aac0ae5151b,GB,2,0,1,4,4,2026-01-24,2026-01-28,CHECKED_OUT,BAR
RES-2026Q1-00249,MZN-DXB-001,g_f11d6f887d4a9b46,SA,1,0,2,5,10,2026-01-24,2026-01-29,CHECKED_OUT,HOUSE
RES-2026Q1-00605,MZN-DXB-001,g_d2c9726b233527af,SA,2,2,1,1,1,2026-01-24,2026-01-25,CHECKED_OUT,BAR
RES-2026Q1-00827,MZN-DXB-001,g_81a73557b4911775,GB,2,2,1,2,2,2026-01-24,2026-01-26,CHECKED_OUT,GROUP
RES-2026Q1-00929,MZN-DXB-001,g_604382340aaaedd7,SA,2,0,1,11,11,2026-01-24,2026-02-04,CHECKED_OUT,COMP
RES-2026Q1-00935,MZN-DXB-001,g_115f8384ede80629,IN,1,0,1,4,4,2026-01-24,2026-01-28,CHECKED_OUT,OTA
RES-2026Q1-01041,MZN-DXB-001,g_9d3c3deae5724419,PK,2,0,1,2,2,2026-01-24,2026-01-26,CHECKED_OUT,GROUP
RES-2026Q1-01056,MZN-DXB-001,g_97452f054242dd9b,FR,4,1,1,4,4,2026-01-24,2026-01-28,CHECKED_OUT,HOUSE
RES-2026Q1-01140,MZN-DXB-001,g_8ed6eb68f2f044c1,US,2,0,1,2,2,2026-01-24,2026-01-26,CHECKED_OUT,GROUP
RES-2026Q1-00303,MZN-DXB-001,g_be8c872fc0c1aeac,PH,4,0,1,2,2,2026-01-25,2026-01-27,CHECKED_OUT,CORP
RES-2026Q1-00411,MZN-DXB-001,g_8702677d0128444a,KZ,1,0,1,2,2,2026-01-25,2026-01-27,CHECKED_OUT,CORP
RES-2026Q1-00466,MZN-DXB-001,g_b8071989a9e0df7e,IN,3,0,1,1,1,2026-01-25,2026-01-26,CHECKED_OUT,GROUP
RES-2026Q1-00587,MZN-DXB-001,g_3ab28ca73490b861,GB,2,1,1,2,2,2026-01-25,2026-01-27,CANCELLED,CORP
RES-2026Q1-00632,MZN-DXB-001,g_5431d698ca514663,SA,2,1,1,2,2,2026-01-25,2026-01-27,CHECKED_OUT,BAR
RES-2026Q1-00742,MZN-DXB-001,g_7cfae1316b5bfa18,DE,2,0,1,8,8,2026-01-25,2026-02-02,CHECKED_OUT,CORP
RES-2026Q1-00854,MZN-DXB-001,g_5ff3d85ee50f50bc,RU,2,0,1,7,7,2026-01-25,2026-02-01,CHECKED_OUT,BAR
RES-2026Q1-00884,MZN-DXB-001,g_91e8751a31c42ba2,CH,2,0,1,6,6,2026-01-25,2026-01-31,CHECKED_OUT,OTA
RES-2026Q1-00968,MZN-DXB-001,g_257fbef3166aec61,RU,2,0,1,3,3,2026-01-25,2026-01-28,CHECKED_OUT,GROUP
RES-2026Q1-01011,MZN-DXB-001,g_3bf774486186ef6a,KZ,2,0,1,9,9,2026-01-25,2026-02-03,CHECKED_OUT,BAR
RES-2026Q1-01186,MZN-DXB-001,g_63c95f315699b1de,IN,1,0,1,1,1,2026-01-25,2026-01-26,CHECKED_OUT,BAR
RES-2026Q1-00079,MZN-DXB-001,g_f1354889990c2449,FR,2,1,1,0,0,2026-01-26,2026-01-26,CHECKED_OUT,BAR
RES-2026Q1-00110,MZN-DXB-001,g_0a0fe8b604683a58,CN,2,0,2,7,14,2026-01-26,2026-02-02,CHECKED_OUT,COMP
RES-2026Q1-00264,MZN-DXB-001,g_a1da25c5b6a7e806,GB,1,1,1,2,2,2026-01-26,2026-01-28,CHECKED_OUT,GROUP
RES-2026Q1-00266,MZN-DXB-001,g_81ef765d7771e641,AU,2,0,1,2,2,2026-01-26,2026-01-28,CHECKED_OUT,BAR
RES-2026Q1-00267,MZN-DXB-001,g_519f72b4a26e257c,PK,2,0,1,10,10,2026-01-26,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-00344,MZN-DXB-001,g_20430da3b3503099,SA,1,0,1,5,5,2026-01-26,2026-01-31,CHECKED_OUT,COMP
RES-2026Q1-00390,MZN-DXB-001,g_56af637b35bdd7b9,RU,2,0,1,1,1,2026-01-26,2026-01-27,CHECKED_OUT,CORP
RES-2026Q1-00423,MZN-DXB-001,g_025124ede95a70f1,RU,4,0,1,2,2,2026-01-26,2026-01-28,CANCELLED,BAR
RES-2026Q1-00446,MZN-DXB-001,g_49656a450241be22,KZ,2,2,1,6,6,2026-01-26,2026-02-01,CHECKED_OUT,BAR
RES-2026Q1-00569,MZN-DXB-001,g_e1d20492d485b772,IT,1,1,1,3,3,2026-01-26,2026-01-29,CHECKED_OUT,BAR
RES-2026Q1-00636,MZN-DXB-001,g_8743f3a80dff3299,RU,2,0,2,3,6,2026-01-26,2026-01-29,CANCELLED,BAR
RES-2026Q1-00906,MZN-DXB-001,g_a19126bcf2d9a324,US,2,0,1,1,1,2026-01-26,2026-01-27,CHECKED_OUT,BAR
RES-2026Q1-00909,MZN-DXB-001,g_bc5e5f2817f2c6f7,DE,2,0,1,3,3,2026-01-26,2026-01-29,CHECKED_OUT,CORP
RES-2026Q1-00918,MZN-DXB-001,g_897ad4f477d554dc,IN,2,0,1,5,5,2026-01-26,2026-01-31,CHECKED_OUT,OTA
RES-2026Q1-00940,MZN-DXB-001,g_503dca556262426e,PH,2,0,1,4,4,2026-01-26,2026-01-30,CHECKED_OUT,BAR
RES-2026Q1-00952,MZN-DXB-001,g_ffb2f1e413cf0042,GB,2,3,1,2,2,2026-01-26,2026-01-28,CHECKED_OUT,CORP
RES-2026Q1-01012,MZN-DXB-001,g_518809abbb346ac6,CN,2,0,1,3,3,2026-01-26,2026-01-29,CHECKED_OUT,OTA
RES-2026Q1-01034,MZN-DXB-001,g_83c4a49f828095c7,SA,2,0,1,8,8,2026-01-26,2026-02-03,CHECKED_OUT,BAR
RES-2026Q1-01099,MZN-DXB-001,g_d3e9e5c7fe6e1aae,IT,1,1,1,2,2,2026-01-26,2026-01-28,CHECKED_OUT,CORP
RES-2026Q1-01134,MZN-DXB-001,g_38b420d841abf0b1,IT,3,0,1,1,1,2026-01-26,2026-01-27,CANCELLED,GROUP
RES-2026Q1-01153,MZN-DXB-001,g_b13a09ee4e65b285,GB,1,2,1,4,4,2026-01-26,2026-01-30,CHECKED_OUT,OTA
RES-2026Q1-00206,MZN-DXB-001,g_9c1001caf56c9177,IN,2,0,1,1,1,2026-01-27,2026-01-28,CHECKED_OUT,GROUP
RES-2026Q1-00402,MZN-DXB-001,g_3e2657131c64aa19,PH,1,1,1,3,3,2026-01-27,2026-01-30,CHECKED_OUT,BAR
RES-2026Q1-00412,MZN-DXB-001,g_7a9eabed6ae9e26e,DE,2,0,1,1,1,2026-01-27,2026-01-28,CHECKED_OUT,OTA
RES-2026Q1-00641,MZN-DXB-001,g_b8314e9be0908b28,FR,2,2,1,2,2,2026-01-27,2026-01-29,CANCELLED,GROUP
RES-2026Q1-00910,MZN-DXB-001,g_23094a6372dd1de7,GB,1,3,1,21,21,2026-01-27,2026-02-17,CHECKED_OUT,GOV
RES-2026Q1-00924,MZN-DXB-001,g_156c7d44c89c90ad,KZ,2,0,1,4,4,2026-01-27,2026-01-31,CHECKED_OUT,COMP
RES-2026Q1-01087,MZN-DXB-001,g_42f437e9588d67ed,CN,2,0,2,3,6,2026-01-27,2026-01-30,CHECKED_OUT,BAR
RES-2026Q1-00001,MZN-DXB-001,g_0c0572770ec12403,DE,2,0,1,4,4,2026-01-28,2026-02-01,CHECKED_OUT,OTA
RES-2026Q1-00002,MZN-DXB-001,g_cd44af6051848cfd,AU,2,0,1,5,5,2026-01-28,2026-02-02,CHECKED_OUT,OTA
RES-2026Q1-00003,MZN-DXB-001,g_f3e9a05fbe21c461,IN,2,2,1,6,6,2026-01-28,2026-02-03,CHECKED_OUT,GOV
RES-2026Q1-00004,MZN-DXB-001,g_c418bea83d3df571,DE,1,0,2,7,14,2026-01-28,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00005,MZN-DXB-001,g_9b234a17221171c2,EG,2,0,1,9,9,2026-01-28,2026-02-06,CHECKED_OUT,BAR
RES-2026Q1-00006,MZN-DXB-001,g_c9258187f1fd9acd,IN,2,0,1,12,12,2026-01-28,2026-02-09,CHECKED_OUT,CORP
RES-2026Q1-00007,MZN-DXB-001,g_190df66d819a936d,CN,1,1,1,21,21,2026-01-28,2026-02-18,CHECKED_OUT,CORP
RES-2026Q1-00071,MZN-DXB-001,g_2b7f7bd058c69ef7,FR,2,2,1,0,0,2026-01-28,2026-01-28,CHECKED_OUT,OTA
RES-2026Q1-00072,MZN-DXB-001,g_40f2f8adec90c0eb,IN,1,1,1,0,0,2026-01-28,2026-01-28,CHECKED_OUT,GROUP
RES-2026Q1-00262,MZN-DXB-001,g_6f9bfb101fa7f777,FR,2,1,1,1,1,2026-01-28,2026-01-29,CHECKED_OUT,CORP
RES-2026Q1-00540,MZN-DXB-001,g_649af83eeee9139c,EG,1,0,1,1,1,2026-01-28,2026-01-29,CHECKED_OUT,BAR
RES-2026Q1-00580,MZN-DXB-001,g_68b232e0e2465a0e,AU,3,0,1,1,1,2026-01-28,2026-01-29,CANCELLED,GOV
RES-2026Q1-00599,MZN-DXB-001,g_1bdb2e7b9f2322a5,DE,2,0,2,4,8,2026-01-28,2026-02-01,CHECKED_OUT,GOV
RES-2026Q1-00919,MZN-DXB-001,g_cbe1a40e4698f2c7,NL,1,0,1,7,7,2026-01-28,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00927,MZN-DXB-001,g_1379c5bbe39a3dc9,JP,1,2,1,5,5,2026-01-28,2026-02-02,CHECKED_OUT,GOV
RES-2026Q1-00995,MZN-DXB-001,g_fcb285fdc59d4361,IN,1,2,1,5,5,2026-01-28,2026-02-02,CHECKED_OUT,CORP
RES-2026Q1-00008,MZN-DXB-001,g_a22d1120fa35e1e8,SA,3,0,1,3,3,2026-01-29,2026-02-01,CHECKED_OUT,CORP
